id_fonte;pais_codigo;ano;genero;taxa_prevalencia
;;2015;SEX_FMLE;6.02
;;2007;SEX_BTSX;1.43
;;2007;SEX_MLE;19.65
;;2006;SEX_MLE;10.56
;;2020;SEX_BTSX;20.01
;;2017;SEX_BTSX;5.3
;;2019;SEX_BTSX;0.23
;;2018;SEX_FMLE;4.11
;;2014;SEX_MLE;16.47
;;2020;SEX_MLE;4.94
;;2010;SEX_MLE;2.77
;;2010;SEX_MLE;6.57
;;2001;SEX_MLE;4.15
;;2016;SEX_FMLE;3.14
;;2008;SEX_MLE;11.04
;;2007;SEX_FMLE;0.37
;;2018;SEX_BTSX;0.84
;;2017;SEX_MLE;28.06
;;2021;SEX_MLE;8.8
;;2014;SEX_FMLE;13.24
;;2000;SEX_BTSX;15.97
;;2011;SEX_MLE;36.46
;;2009;SEX_FMLE;3.55
;;2012;SEX_FMLE;0.4
;;2015;SEX_FMLE;10.4
;;2020;SEX_BTSX;3.72
;;2018;SEX_MLE;19.71
;;2014;SEX_FMLE;3.69
;;2014;SEX_MLE;13.98
;;2018;SEX_FMLE;1.64
;;2010;SEX_MLE;11.49
;;2002;SEX_BTSX;7.48
;;2004;SEX_FMLE;3.52
;;2013;SEX_FMLE;2.64
;;2007;SEX_BTSX;12.67
;;2018;SEX_BTSX;5.42
;;2020;SEX_MLE;15.49
;;2013;SEX_MLE;24.66
;;2013;SEX_FMLE;5.41
;;2012;SEX_FMLE;9.32
;;2003;SEX_BTSX;4.34
;;2007;SEX_BTSX;8.38
;;2019;SEX_BTSX;2.99
;;2001;SEX_MLE;0.0
;;2017;SEX_MLE;16.22
;;2011;SEX_FMLE;4.46
;;2011;SEX_FMLE;2.68
;;2014;SEX_FMLE;2.27
;;2018;SEX_BTSX;5.09
;;2016;SEX_BTSX;10.43
;;2010;SEX_MLE;1.1
;;2003;SEX_FMLE;5.8
;;2020;SEX_BTSX;2.44
;;2016;SEX_MLE;7.46
;;2018;SEX_BTSX;19.05
;;2012;SEX_MLE;19.84
;;2021;SEX_MLE;11.45
;;2018;SEX_BTSX;10.95
;;2018;SEX_BTSX;4.7
;;2020;SEX_MLE;24.35
;;2020;SEX_BTSX;8.73
;;2020;SEX_MLE;17.87
;;2005;SEX_BTSX;30.45
;;2012;SEX_MLE;35.2
;;2019;SEX_FMLE;6.53
;;2007;SEX_MLE;1.46
;;2011;SEX_BTSX;11.1
;;2014;SEX_MLE;10.91
;;2013;SEX_MLE;6.23
;;2010;SEX_FMLE;9.7
;;2003;SEX_FMLE;7.31
;;2013;SEX_BTSX;0.0
;;2005;SEX_MLE;17.87
;;2014;SEX_MLE;14.29
;;2018;SEX_BTSX;7.59
;;2015;SEX_BTSX;7.22
;;2008;SEX_BTSX;11.01
;;2005;SEX_MLE;16.02
;;2014;SEX_MLE;12.16
;;2010;SEX_BTSX;10.2
;;2014;SEX_BTSX;29.23
;;2009;SEX_FMLE;2.12
;;2015;SEX_FMLE;13.76
;;2020;SEX_BTSX;11.97
;;2005;SEX_BTSX;9.4
;;2012;SEX_MLE;14.57
;;2008;SEX_FMLE;4.09
;;2017;SEX_MLE;14.28
;;2014;SEX_BTSX;6.28
;;2013;SEX_FMLE;6.83
;;2011;SEX_BTSX;9.36
;;2007;SEX_BTSX;5.36
;;2004;SEX_MLE;24.68
;;2021;SEX_FMLE;2.98
;;2000;SEX_FMLE;0.99
;;2014;SEX_BTSX;8.25
;;2008;SEX_BTSX;7.23
;;2009;SEX_BTSX;8.15
;;2006;SEX_BTSX;7.99
;;2002;SEX_FMLE;3.59
;;2007;SEX_FMLE;5.68
;;2002;SEX_MLE;16.44
;;2015;SEX_MLE;1.55
;;2005;SEX_BTSX;13.64
;;2013;SEX_BTSX;2.56
;;2012;SEX_BTSX;12.97
;;2005;SEX_BTSX;9.43
;;2012;SEX_FMLE;3.73
;;2003;SEX_MLE;10.87
;;2008;SEX_FMLE;13.97
;;2006;SEX_BTSX;6.26
;;2005;SEX_FMLE;11.31
;;2012;SEX_FMLE;4.1
;;2008;SEX_BTSX;13.97
;;2003;SEX_BTSX;23.08
;;2020;SEX_BTSX;4.43
;;2010;SEX_FMLE;7.16
;;2000;SEX_BTSX;30.89
;;2000;SEX_BTSX;2.4
;;2021;SEX_FMLE;6.72
;;2011;SEX_BTSX;5.16
;;2017;SEX_FMLE;7.64
;;2015;SEX_BTSX;4.06
;;2001;SEX_BTSX;14.28
;;2021;SEX_BTSX;10.08
;;2008;SEX_MLE;7.87
;;2018;SEX_MLE;19.27
;;2018;SEX_MLE;20.02
;;2000;SEX_MLE;1.64
;;2006;SEX_BTSX;6.51
;;2019;SEX_FMLE;5.85
;;2007;SEX_BTSX;19.45
;;2006;SEX_BTSX;13.7
;;2015;SEX_FMLE;6.32
;;2005;SEX_MLE;19.45
;;2020;SEX_MLE;21.74
;;2020;SEX_FMLE;5.41
;;2008;SEX_BTSX;12.89
;;2021;SEX_BTSX;0.7
;;2003;SEX_FMLE;5.41
;;2007;SEX_BTSX;4.78
;;2003;SEX_MLE;28.54
;;2000;SEX_FMLE;5.09
;;2001;SEX_BTSX;5.62
;;2008;SEX_BTSX;14.35
;;2005;SEX_BTSX;4.69
;;2004;SEX_MLE;18.29
;;2010;SEX_MLE;12.16
;;2004;SEX_MLE;2.97
;;2006;SEX_MLE;27.07
;;2006;SEX_FMLE;1.11
;;2013;SEX_BTSX;2.17
;;2008;SEX_FMLE;6.79
;;2000;SEX_MLE;9.58
;;2018;SEX_FMLE;1.36
;;2013;SEX_MLE;13.24
;;2017;SEX_BTSX;1.71
;;2020;SEX_FMLE;3.4
;;2021;SEX_BTSX;11.74
;;2014;SEX_BTSX;5.84
;;2018;SEX_BTSX;1.7
;;2019;SEX_FMLE;10.51
;;2016;SEX_FMLE;1.35
;;2014;SEX_MLE;38.56
;;2013;SEX_MLE;39.02
;;2016;SEX_BTSX;5.32
;;2012;SEX_BTSX;22.27
;;2006;SEX_MLE;13.88
;;2010;SEX_BTSX;1.14
;;2006;SEX_MLE;35.9
;;2019;SEX_BTSX;6.64
;;2004;SEX_MLE;29.23
;;2007;SEX_MLE;27.89
;;2002;SEX_FMLE;4.23
;;2013;SEX_BTSX;9.29
;;2018;SEX_MLE;19.01
;;2003;SEX_MLE;1.66
;;2018;SEX_MLE;9.12
;;2003;SEX_FMLE;4.85
;;2014;SEX_FMLE;1.2
;;2014;SEX_BTSX;1.77
;;2013;SEX_BTSX;10.28
;;2016;SEX_FMLE;2.16
;;2006;SEX_FMLE;0.85
;;2004;SEX_FMLE;7.38
;;2020;SEX_MLE;0.7
;;2005;SEX_MLE;15.48
;;2014;SEX_MLE;2.03
;;2002;SEX_BTSX;12.93
;;2021;SEX_BTSX;8.29
;;2006;SEX_MLE;33.22
;;2002;SEX_MLE;22.16
;;2009;SEX_BTSX;10.66
;;2018;SEX_BTSX;18.32
;;2005;SEX_FMLE;3.19
;;2013;SEX_BTSX;3.9
;;2020;SEX_FMLE;8.77
;;2007;SEX_MLE;8.44
;;2014;SEX_MLE;14.06
;;2008;SEX_FMLE;1.69
;;2005;SEX_MLE;19.37
;;2013;SEX_MLE;6.39
;;2010;SEX_FMLE;9.26
;;2005;SEX_FMLE;2.4
;;2011;SEX_BTSX;7.93
;;2010;SEX_MLE;8.1
;;2001;SEX_FMLE;8.03
;;2018;SEX_MLE;1.54
;;2010;SEX_BTSX;12.29
;;2005;SEX_MLE;19.21
;;2009;SEX_FMLE;3.25
;;2017;SEX_FMLE;5.25
;;2002;SEX_BTSX;2.79
;;2004;SEX_FMLE;10.65
;;2012;SEX_FMLE;6.38
;;2003;SEX_BTSX;22.61
;;2008;SEX_MLE;21.76
;;2017;SEX_MLE;24.54
;;2011;SEX_MLE;13.16
;;2013;SEX_MLE;22.37
;;2016;SEX_BTSX;9.92
;;2009;SEX_FMLE;1.79
;;2014;SEX_MLE;3.32
;;2002;SEX_MLE;10.13
;;2008;SEX_MLE;13.65
;;2000;SEX_FMLE;5.83
;;2016;SEX_MLE;12.64
;;2013;SEX_FMLE;14.43
;;2021;SEX_MLE;9.4
;;2004;SEX_FMLE;9.27
;;2013;SEX_FMLE;4.02
;;2003;SEX_MLE;24.48
;;2004;SEX_MLE;6.7
;;2008;SEX_BTSX;2.91
;;2016;SEX_MLE;18.15
;;2019;SEX_BTSX;12.17
;;2004;SEX_FMLE;0.43
;;2003;SEX_FMLE;7.34
;;2013;SEX_BTSX;5.97
;;2003;SEX_FMLE;4.71
;;2010;SEX_BTSX;13.85
;;2010;SEX_FMLE;1.37
;;2005;SEX_BTSX;3.06
;;2004;SEX_BTSX;11.46
;;2013;SEX_FMLE;2.86
;;2007;SEX_MLE;24.03
;;2021;SEX_MLE;17.52
;;2016;SEX_FMLE;3.75
;;2001;SEX_MLE;15.03
;;2020;SEX_MLE;9.92
;;2013;SEX_FMLE;3.23
;;2017;SEX_FMLE;3.77
;;2011;SEX_FMLE;2.92
;;2011;SEX_BTSX;22.54
;;2013;SEX_FMLE;3.46
;;2019;SEX_FMLE;5.16
;;2019;SEX_FMLE;4.33
;;2007;SEX_BTSX;11.65
;;2003;SEX_MLE;13.44
;;2007;SEX_BTSX;12.0
;;2018;SEX_MLE;20.9
;;2008;SEX_BTSX;6.71
;;2006;SEX_FMLE;2.32
;;2014;SEX_FMLE;1.37
;;2012;SEX_FMLE;3.02
;;2008;SEX_BTSX;8.61
;;2011;SEX_MLE;39.66
;;2021;SEX_MLE;43.96
;;2021;SEX_BTSX;4.15
;;2006;SEX_MLE;18.52
;;2004;SEX_BTSX;2.57
;;2018;SEX_BTSX;9.96
;;2004;SEX_BTSX;36.92
;;2005;SEX_MLE;11.11
;;2005;SEX_MLE;3.69
;;2019;SEX_MLE;6.03
;;2021;SEX_BTSX;1.84
;;2008;SEX_FMLE;10.42
;;2006;SEX_MLE;9.2
;;2012;SEX_BTSX;16.77
;;2016;SEX_FMLE;6.98
;;2012;SEX_BTSX;13.7
;;2004;SEX_MLE;15.33
;;2017;SEX_BTSX;0.82
;;2015;SEX_MLE;14.22
;;2010;SEX_BTSX;11.41
;;2009;SEX_BTSX;8.2
;;2004;SEX_FMLE;5.36
;;2011;SEX_FMLE;4.02
;;2014;SEX_FMLE;4.66
;;2010;SEX_MLE;20.97
;;2006;SEX_FMLE;0.78
;;2012;SEX_BTSX;9.37
;;2016;SEX_FMLE;2.58
;;2017;SEX_MLE;18.16
;;2001;SEX_MLE;1.69
;;2013;SEX_FMLE;3.14
;;2021;SEX_MLE;19.63
;;2009;SEX_BTSX;16.39
;;2012;SEX_FMLE;0.61
;;2017;SEX_MLE;13.85
;;2013;SEX_FMLE;5.54
;;2018;SEX_MLE;37.58
;;2000;SEX_MLE;18.49
;;2007;SEX_MLE;2.13
;;2000;SEX_BTSX;8.71
;;2001;SEX_MLE;13.15
;;2021;SEX_FMLE;3.58
;;2016;SEX_BTSX;12.64
;;2016;SEX_FMLE;0.39
;;2016;SEX_BTSX;0.7
;;2006;SEX_BTSX;6.77
;;2012;SEX_MLE;11.15
;;2001;SEX_FMLE;6.18
;;2013;SEX_FMLE;7.44
;;2006;SEX_MLE;12.08
;;2013;SEX_MLE;7.49
;;2008;SEX_FMLE;7.26
;;2000;SEX_FMLE;13.22
;;2010;SEX_MLE;26.64
;;2007;SEX_BTSX;3.17
;;2014;SEX_FMLE;4.18
;;2007;SEX_BTSX;14.73
;;2013;SEX_FMLE;6.56
;;2011;SEX_MLE;13.91
;;2013;SEX_MLE;6.24
;;2001;SEX_FMLE;7.56
;;2018;SEX_MLE;22.16
;;2011;SEX_BTSX;4.07
;;2010;SEX_FMLE;7.0
;;2002;SEX_MLE;18.67
;;2017;SEX_MLE;19.14
;;2008;SEX_MLE;26.68
;;2019;SEX_MLE;17.09
;;2007;SEX_MLE;9.34
;;2008;SEX_FMLE;2.92
;;2016;SEX_FMLE;2.41
;;2003;SEX_MLE;20.49
;;2010;SEX_BTSX;9.57
;;2005;SEX_MLE;22.67
;;2015;SEX_BTSX;11.39
;;2009;SEX_FMLE;1.45
;;2016;SEX_FMLE;2.55
;;2021;SEX_BTSX;9.14
;;2008;SEX_BTSX;11.57
;;2006;SEX_MLE;8.97
;;2021;SEX_MLE;9.56
;;2018;SEX_MLE;2.82
;;2016;SEX_BTSX;10.65
;;2014;SEX_BTSX;2.35
;;2001;SEX_BTSX;26.08
;;2014;SEX_FMLE;1.07
;;2004;SEX_BTSX;4.18
;;2007;SEX_FMLE;7.26
;;2006;SEX_MLE;18.5
;;2012;SEX_FMLE;2.75
;;2015;SEX_BTSX;4.48
;;2018;SEX_MLE;20.59
;;2016;SEX_BTSX;0.5
;;2015;SEX_BTSX;10.48
;;2006;SEX_MLE;22.88
;;2017;SEX_BTSX;3.95
;;2013;SEX_BTSX;5.36
;;2021;SEX_MLE;6.54
;;2000;SEX_MLE;16.45
;;2015;SEX_BTSX;9.55
;;2017;SEX_MLE;2.3
;;2000;SEX_FMLE;7.29
;;2002;SEX_FMLE;5.37
;;2017;SEX_BTSX;10.16
;;2002;SEX_FMLE;7.9
;;2021;SEX_BTSX;4.99
;;2016;SEX_FMLE;9.38
;;2007;SEX_MLE;22.97
;;2017;SEX_BTSX;9.64
;;2008;SEX_BTSX;12.11
;;2012;SEX_MLE;14.86
;;2020;SEX_MLE;6.61
;;2009;SEX_FMLE;3.25
;;2012;SEX_BTSX;4.64
;;2014;SEX_BTSX;6.24
;;2017;SEX_BTSX;3.94
;;2011;SEX_FMLE;1.12
;;2013;SEX_BTSX;5.3
;;2011;SEX_BTSX;10.18
;;2019;SEX_MLE;14.62
;;2000;SEX_FMLE;2.67
;;2019;SEX_FMLE;11.28
;;2017;SEX_BTSX;5.07
;;2018;SEX_FMLE;3.43
;;2016;SEX_BTSX;19.47
;;2008;SEX_BTSX;16.21
;;2013;SEX_FMLE;4.6
;;2004;SEX_FMLE;11.55
;;2018;SEX_FMLE;1.29
;;2004;SEX_FMLE;4.63
;;2006;SEX_FMLE;1.78
;;2020;SEX_BTSX;3.29
;;2020;SEX_MLE;27.91
;;2003;SEX_FMLE;1.13
;;2018;SEX_BTSX;10.46
;;2001;SEX_BTSX;2.08
;;2013;SEX_BTSX;4.51
;;2017;SEX_FMLE;10.57
;;2007;SEX_FMLE;1.21
;;2021;SEX_FMLE;9.81
;;2005;SEX_MLE;40.01
;;2021;SEX_MLE;15.9
;;2004;SEX_MLE;7.38
;;2020;SEX_FMLE;4.71
;;2007;SEX_FMLE;0.8
;;2000;SEX_MLE;66.26
;;2011;SEX_BTSX;5.58
;;2004;SEX_FMLE;5.12
;;2005;SEX_MLE;35.29
;;2005;SEX_BTSX;4.37
;;2017;SEX_MLE;7.01
;;2003;SEX_FMLE;8.67
;;2004;SEX_MLE;18.98
;;2012;SEX_FMLE;5.19
;;2014;SEX_BTSX;7.35
;;2005;SEX_MLE;38.43
;;2007;SEX_BTSX;30.21
;;2009;SEX_FMLE;2.26
;;2015;SEX_MLE;13.12
;;2021;SEX_MLE;16.23
;;2005;SEX_BTSX;11.62
;;2010;SEX_MLE;11.37
;;2002;SEX_MLE;7.38
;;2010;SEX_BTSX;5.73
;;2005;SEX_MLE;14.99
;;2015;SEX_FMLE;1.36
;;2018;SEX_MLE;11.7
;;2016;SEX_BTSX;9.41
;;2004;SEX_MLE;15.5
;;2006;SEX_FMLE;3.77
;;2002;SEX_BTSX;8.75
;;2010;SEX_BTSX;6.42
;;2007;SEX_BTSX;4.41
;;2007;SEX_FMLE;5.94
;;2009;SEX_FMLE;3.24
;;2016;SEX_MLE;20.23
;;2017;SEX_MLE;7.69
;;2012;SEX_BTSX;11.69
;;2020;SEX_BTSX;4.95
;;2001;SEX_BTSX;5.77
;;2018;SEX_FMLE;0.0
;;2007;SEX_MLE;18.12
;;2013;SEX_FMLE;8.09
;;2008;SEX_MLE;15.68
;;2005;SEX_BTSX;25.76
;;2004;SEX_FMLE;8.47
;;2013;SEX_MLE;15.48
;;2002;SEX_BTSX;10.6
;;2002;SEX_BTSX;9.28
;;2007;SEX_BTSX;2.82
;;2021;SEX_BTSX;2.58
;;2013;SEX_MLE;9.39
;;2012;SEX_BTSX;24.61
;;2016;SEX_BTSX;1.69
;;2012;SEX_BTSX;13.83
;;2012;SEX_MLE;16.7
;;2016;SEX_BTSX;7.31
;;2009;SEX_FMLE;1.88
;;2012;SEX_MLE;3.98
;;2001;SEX_MLE;3.09
;;2009;SEX_FMLE;0.29
;;2017;SEX_MLE;15.85
;;2015;SEX_FMLE;2.03
;;2016;SEX_FMLE;1.24
;;2008;SEX_MLE;8.94
;;2010;SEX_FMLE;14.19
;;2010;SEX_MLE;1.62
;;2002;SEX_MLE;66.12
;;2013;SEX_BTSX;7.82
;;2019;SEX_MLE;7.95
;;2002;SEX_MLE;22.85
;;2015;SEX_BTSX;3.73
;;2020;SEX_FMLE;1.43
;;2016;SEX_BTSX;10.61
;;2008;SEX_BTSX;8.27
;;2000;SEX_MLE;14.81
;;2019;SEX_MLE;7.18
;;2016;SEX_FMLE;1.87
;;2007;SEX_MLE;22.06
;;2012;SEX_MLE;37.04
;;2002;SEX_FMLE;6.16
;;2012;SEX_BTSX;10.6
;;2008;SEX_BTSX;2.09
;;2008;SEX_MLE;35.69
;;2011;SEX_BTSX;8.72
;;2010;SEX_MLE;7.27
;;2011;SEX_FMLE;1.32
;;2020;SEX_FMLE;1.69
;;2009;SEX_BTSX;1.08
;;2017;SEX_MLE;40.99
;;2007;SEX_FMLE;5.79
;;2015;SEX_BTSX;7.29
;;2018;SEX_MLE;6.78
;;2005;SEX_MLE;2.6
;;2017;SEX_FMLE;6.78
;;2008;SEX_FMLE;5.9
;;2012;SEX_BTSX;4.07
;;2009;SEX_BTSX;5.04
;;2007;SEX_BTSX;15.08
;;2004;SEX_MLE;64.7
;;2006;SEX_FMLE;4.95
;;2019;SEX_MLE;12.45
;;2016;SEX_BTSX;11.81
;;2002;SEX_BTSX;4.99
;;2015;SEX_BTSX;7.77
;;2014;SEX_BTSX;8.58
;;2002;SEX_BTSX;6.77
;;2020;SEX_BTSX;6.15
;;2007;SEX_FMLE;5.1
;;2018;SEX_FMLE;0.0
;;2012;SEX_MLE;27.92
;;2009;SEX_BTSX;11.48
;;2008;SEX_FMLE;6.37
;;2015;SEX_MLE;9.3
;;2021;SEX_MLE;3.5
;;2017;SEX_BTSX;7.66
;;2020;SEX_FMLE;7.74
;;2006;SEX_MLE;15.59
;;2007;SEX_BTSX;9.26
;;2002;SEX_FMLE;3.15
;;2000;SEX_BTSX;10.97
;;2018;SEX_MLE;17.38
;;2009;SEX_FMLE;11.1
;;2006;SEX_BTSX;15.54
;;2019;SEX_FMLE;8.42
;;2008;SEX_BTSX;10.11
;;2010;SEX_BTSX;23.54
;;2013;SEX_MLE;16.61
;;2016;SEX_BTSX;25.73
;;2007;SEX_BTSX;6.25
;;2019;SEX_MLE;6.13
;;2003;SEX_MLE;7.75
;;2009;SEX_MLE;23.36
;;2018;SEX_BTSX;13.66
;;2015;SEX_FMLE;6.37
;;2017;SEX_FMLE;6.83
;;2021;SEX_BTSX;8.08
;;2012;SEX_BTSX;5.77
;;2019;SEX_BTSX;8.66
;;2015;SEX_FMLE;0.51
;;2004;SEX_FMLE;10.94
;;2001;SEX_MLE;16.13
;;2019;SEX_FMLE;3.5
;;2015;SEX_BTSX;3.23
;;2003;SEX_FMLE;10.5
;;2004;SEX_MLE;8.21
;;2008;SEX_MLE;13.97
;;2015;SEX_FMLE;0.7
;;2008;SEX_FMLE;5.59
;;2017;SEX_BTSX;3.37
;;2002;SEX_BTSX;2.28
;;2008;SEX_MLE;16.51
;;2000;SEX_MLE;17.27
;;2008;SEX_MLE;18.61
;;2000;SEX_MLE;8.18
;;2009;SEX_FMLE;2.08
;;2020;SEX_MLE;1.31
;;2014;SEX_BTSX;9.28
;;2008;SEX_FMLE;2.09
;;2002;SEX_FMLE;3.42
;;2008;SEX_MLE;10.73
;;2021;SEX_FMLE;2.84
;;2004;SEX_MLE;6.08
;;2000;SEX_MLE;21.98
;;2007;SEX_BTSX;9.68
;;2011;SEX_BTSX;7.44
;;2006;SEX_FMLE;3.39
;;2011;SEX_MLE;21.93
;;2019;SEX_MLE;13.9
;;2013;SEX_BTSX;8.69
;;2006;SEX_MLE;30.47
;;2013;SEX_BTSX;8.02
;;2019;SEX_FMLE;3.83
;;2019;SEX_FMLE;3.75
;;2006;SEX_FMLE;1.92
;;2010;SEX_BTSX;3.97
;;2009;SEX_BTSX;11.79
;;2003;SEX_BTSX;8.01
;;2016;SEX_MLE;10.74
;;2002;SEX_BTSX;11.29
;;2004;SEX_MLE;19.86
;;2018;SEX_FMLE;6.26
;;2012;SEX_FMLE;6.96
;;2014;SEX_MLE;19.28
;;2020;SEX_BTSX;12.74
;;2003;SEX_BTSX;12.95
;;2007;SEX_FMLE;4.5
;;2006;SEX_FMLE;1.98
;;2021;SEX_BTSX;8.2
;;2012;SEX_BTSX;21.56
;;2014;SEX_BTSX;5.34
;;2000;SEX_BTSX;5.69
;;2008;SEX_MLE;15.27
;;2007;SEX_FMLE;11.3
;;2006;SEX_BTSX;6.84
;;2000;SEX_BTSX;12.43
;;2021;SEX_MLE;31.42
;;2016;SEX_BTSX;11.7
;;2003;SEX_BTSX;16.02
;;2021;SEX_BTSX;15.32
;;2007;SEX_FMLE;5.36
;;2004;SEX_FMLE;0.55
;;2021;SEX_BTSX;10.51
;;2007;SEX_FMLE;2.29
;;2001;SEX_BTSX;5.21
;;2004;SEX_MLE;22.19
;;2008;SEX_BTSX;9.69
;;2010;SEX_FMLE;1.37
;;2007;SEX_MLE;1.89
;;2017;SEX_MLE;2.98
;;2013;SEX_BTSX;28.34
;;2003;SEX_FMLE;4.71
;;2015;SEX_BTSX;7.32
;;2001;SEX_BTSX;4.4
;;2001;SEX_MLE;24.38
;;2010;SEX_MLE;38.66
;;2004;SEX_FMLE;3.19
;;2019;SEX_BTSX;10.68
;;2020;SEX_FMLE;1.23
;;2001;SEX_MLE;6.93
;;2010;SEX_BTSX;3.98
;;2009;SEX_FMLE;1.75
;;2013;SEX_BTSX;8.6
;;2010;SEX_FMLE;8.78
;;2019;SEX_MLE;1.33
;;2001;SEX_BTSX;5.08
;;2000;SEX_BTSX;7.7
;;2008;SEX_BTSX;5.0
;;2011;SEX_MLE;7.12
;;2021;SEX_FMLE;4.07
;;2007;SEX_MLE;18.82
;;2019;SEX_FMLE;3.34
;;2001;SEX_FMLE;1.87
;;2008;SEX_FMLE;6.5
;;2005;SEX_BTSX;15.28
;;2007;SEX_MLE;7.0
;;2012;SEX_MLE;31.73
;;2016;SEX_BTSX;14.08
;;2012;SEX_BTSX;14.12
;;2019;SEX_FMLE;4.74
;;2015;SEX_FMLE;5.75
;;2011;SEX_MLE;19.2
;;2014;SEX_FMLE;3.18
;;2009;SEX_FMLE;6.49
;;2020;SEX_BTSX;9.49
;;2017;SEX_MLE;32.86
;;2002;SEX_FMLE;9.09
;;2019;SEX_FMLE;5.5
;;2003;SEX_FMLE;5.06
;;2018;SEX_BTSX;7.47
;;2011;SEX_BTSX;6.07
;;2014;SEX_BTSX;0.95
;;2002;SEX_BTSX;15.32
;;2006;SEX_FMLE;4.25
;;2015;SEX_FMLE;2.23
;;2007;SEX_BTSX;6.88
;;2002;SEX_MLE;7.55
;;2004;SEX_BTSX;38.63
;;2014;SEX_MLE;24.92
;;2002;SEX_FMLE;3.89
;;2005;SEX_BTSX;6.4
;;2008;SEX_MLE;20.13
;;2001;SEX_FMLE;5.39
;;2012;SEX_BTSX;7.44
;;2005;SEX_BTSX;17.15
;;2006;SEX_FMLE;9.32
;;2010;SEX_BTSX;3.07
;;2001;SEX_MLE;22.03
;;2005;SEX_MLE;20.78
;;2020;SEX_BTSX;11.87
;;2005;SEX_MLE;23.12
;;2016;SEX_MLE;20.76
;;2005;SEX_BTSX;10.0
;;2008;SEX_BTSX;11.62
;;2002;SEX_MLE;10.89
;;2021;SEX_MLE;30.85
;;2016;SEX_BTSX;7.94
;;2013;SEX_MLE;26.84
;;2015;SEX_FMLE;0.59
;;2016;SEX_FMLE;15.99
;;2006;SEX_FMLE;2.34
;;2004;SEX_FMLE;6.32
;;2000;SEX_BTSX;13.67
;;2020;SEX_MLE;45.59
;;2019;SEX_MLE;2.97
;;2019;SEX_MLE;8.93
;;2004;SEX_BTSX;4.93
;;2008;SEX_FMLE;5.75
;;2018;SEX_BTSX;2.54
;;2018;SEX_MLE;2.39
;;2006;SEX_FMLE;10.48
;;2010;SEX_BTSX;11.98
;;2007;SEX_MLE;16.25
;;2021;SEX_MLE;4.17
;;2009;SEX_FMLE;10.87
;;2006;SEX_MLE;36.97
;;2020;SEX_MLE;10.39
;;2013;SEX_BTSX;1.21
;;2005;SEX_FMLE;4.91
;;2000;SEX_MLE;43.4
;;2015;SEX_BTSX;16.38
;;2016;SEX_BTSX;9.94
;;2019;SEX_BTSX;11.33
;;2010;SEX_MLE;51.71
;;2011;SEX_BTSX;22.16
;;2006;SEX_BTSX;4.89
;;2016;SEX_FMLE;8.7
;;2013;SEX_MLE;18.77
;;2016;SEX_MLE;32.03
;;2007;SEX_MLE;2.84
;;2017;SEX_MLE;17.66
;;2010;SEX_MLE;8.21
;;2012;SEX_BTSX;10.33
;;2012;SEX_FMLE;4.11
;;2007;SEX_MLE;47.07
;;2004;SEX_BTSX;7.32
;;2018;SEX_MLE;6.5
;;2009;SEX_BTSX;9.83
;;2008;SEX_FMLE;2.57
;;2019;SEX_MLE;11.62
;;2004;SEX_MLE;22.68
;;2008;SEX_MLE;12.88
;;2008;SEX_MLE;24.68
;;2014;SEX_MLE;50.15
;;2013;SEX_BTSX;4.99
;;2006;SEX_MLE;7.57
;;2021;SEX_BTSX;10.39
;;2020;SEX_FMLE;3.5
;;2008;SEX_MLE;22.41
;;2000;SEX_BTSX;4.9
;;2009;SEX_BTSX;11.16
;;2001;SEX_FMLE;4.11
;;2012;SEX_BTSX;17.35
;;2012;SEX_MLE;38.64
;;2020;SEX_FMLE;2.2
;;2013;SEX_BTSX;7.72
;;2011;SEX_MLE;22.93
;;2018;SEX_FMLE;6.21
;;2000;SEX_MLE;66.59
;;2003;SEX_BTSX;13.07
;;2019;SEX_BTSX;10.05
;;2003;SEX_MLE;26.37
;;2011;SEX_FMLE;18.94
;;2005;SEX_MLE;17.59
;;2001;SEX_BTSX;23.3
;;2020;SEX_MLE;5.17
;;2014;SEX_BTSX;9.77
;;2008;SEX_BTSX;8.55
;;2007;SEX_BTSX;2.95
;;2002;SEX_BTSX;13.0
;;2011;SEX_MLE;10.12
;;2010;SEX_BTSX;12.55
;;2005;SEX_BTSX;21.04
;;2008;SEX_BTSX;11.87
;;2003;SEX_BTSX;2.27
;;2007;SEX_MLE;19.89
;;2017;SEX_BTSX;19.33
;;2014;SEX_BTSX;11.79
;;2004;SEX_FMLE;8.56
;;2000;SEX_FMLE;6.94
;;2011;SEX_BTSX;10.36
;;2013;SEX_FMLE;10.18
;;2014;SEX_BTSX;1.15
;;2018;SEX_MLE;36.81
;;2018;SEX_FMLE;4.21
;;2004;SEX_FMLE;11.5
;;2011;SEX_BTSX;11.75
;;2021;SEX_FMLE;2.9
;;2008;SEX_MLE;1.15
;;2019;SEX_BTSX;1.8
;;2008;SEX_FMLE;0.88
;;2017;SEX_BTSX;10.6
;;2000;SEX_BTSX;4.06
;;2019;SEX_FMLE;5.57
;;2017;SEX_BTSX;19.06
;;2006;SEX_BTSX;13.65
;;2013;SEX_MLE;13.12
;;2006;SEX_FMLE;2.62
;;2010;SEX_FMLE;4.15
;;2011;SEX_BTSX;11.07
;;2009;SEX_MLE;20.19
;;2014;SEX_BTSX;11.97
;;2015;SEX_MLE;19.5
;;2003;SEX_BTSX;11.19
