id_fonte;pais_codigo;ano;genero;taxa_prevalencia
;;2003;SEX_MLE;5.24
;;2007;SEX_FMLE;2.32
;;2018;SEX_MLE;7.92
;;2009;SEX_BTSX;13.49
;;2000;SEX_MLE;12.01
;;2012;SEX_FMLE;6.04
;;2002;SEX_MLE;16.24
;;2000;SEX_MLE;6.86
;;2007;SEX_BTSX;7.1
;;2018;SEX_BTSX;11.5
;;2020;SEX_FMLE;5.7
;;2016;SEX_FMLE;5.35
;;2007;SEX_BTSX;10.0
;;2011;SEX_MLE;26.43
;;2008;SEX_BTSX;21.81
;;2000;SEX_FMLE;4.1
;;2002;SEX_BTSX;22.88
;;2002;SEX_MLE;19.15
;;2015;SEX_MLE;7.58
;;2010;SEX_BTSX;11.74
;;2016;SEX_BTSX;5.18
;;2001;SEX_BTSX;4.48
;;2018;SEX_FMLE;5.42
;;2003;SEX_FMLE;5.18
;;2018;SEX_MLE;18.83
;;2014;SEX_FMLE;6.4
;;2004;SEX_FMLE;8.83
;;2001;SEX_FMLE;6.42
;;2003;SEX_FMLE;10.66
;;2020;SEX_BTSX;5.7
;;2004;SEX_FMLE;8.66
;;2018;SEX_FMLE;5.8
;;2016;SEX_MLE;4.49
;;2002;SEX_BTSX;13.72
;;2011;SEX_FMLE;9.54
;;2005;SEX_MLE;7.34
;;2020;SEX_FMLE;10.96
;;2021;SEX_FMLE;2.77
;;2002;SEX_BTSX;16.62
;;2016;SEX_MLE;20.28
;;2016;SEX_MLE;13.85
;;2008;SEX_BTSX;0.88
;;2007;SEX_FMLE;11.83
;;2000;SEX_MLE;3.09
;;2009;SEX_MLE;15.14
;;2021;SEX_FMLE;2.33
;;2016;SEX_FMLE;4.49
;;2013;SEX_BTSX;8.99
;;2015;SEX_FMLE;3.72
;;2018;SEX_BTSX;5.4
;;2017;SEX_FMLE;3.26
;;2020;SEX_BTSX;2.83
;;2021;SEX_MLE;7.32
;;2003;SEX_BTSX;15.73
;;2002;SEX_FMLE;1.76
;;2010;SEX_BTSX;4.54
;;2018;SEX_MLE;33.75
;;2011;SEX_MLE;14.91
;;2002;SEX_BTSX;5.45
;;2005;SEX_BTSX;16.94
;;2008;SEX_FMLE;8.31
;;2007;SEX_MLE;21.12
;;2014;SEX_MLE;26.43
;;2017;SEX_MLE;24.82
;;2009;SEX_MLE;14.99
;;2020;SEX_FMLE;3.69
;;2015;SEX_FMLE;5.22
;;2009;SEX_MLE;33.03
;;2004;SEX_MLE;12.79
;;2015;SEX_MLE;17.96
;;2005;SEX_FMLE;4.68
;;2015;SEX_FMLE;6.97
;;2005;SEX_FMLE;11.21
;;2013;SEX_BTSX;2.71
;;2019;SEX_FMLE;6.76
;;2000;SEX_FMLE;4.93
;;2021;SEX_BTSX;1.56
;;2020;SEX_MLE;6.58
;;2005;SEX_BTSX;6.39
;;2008;SEX_BTSX;8.9
;;2005;SEX_MLE;13.94
;;2014;SEX_MLE;28.32
;;2013;SEX_BTSX;7.27
;;2012;SEX_FMLE;14.19
;;2008;SEX_FMLE;6.55
;;2000;SEX_FMLE;4.2
;;2012;SEX_MLE;14.71
;;2007;SEX_MLE;16.94
;;2021;SEX_BTSX;11.42
;;2013;SEX_MLE;7.33
;;2019;SEX_FMLE;4.03
;;2019;SEX_MLE;9.89
;;2005;SEX_BTSX;4.89
;;2019;SEX_FMLE;1.43
;;2001;SEX_FMLE;7.8
;;2021;SEX_MLE;19.01
;;2010;SEX_FMLE;1.87
;;2006;SEX_MLE;7.34
;;2021;SEX_MLE;15.01
;;2013;SEX_FMLE;8.9
;;2018;SEX_MLE;6.47
;;2001;SEX_FMLE;10.63
;;2000;SEX_FMLE;8.51
;;2008;SEX_MLE;1.9
;;2010;SEX_BTSX;12.77
;;2013;SEX_BTSX;9.56
;;2004;SEX_FMLE;14.95
;;2009;SEX_FMLE;0.72
;;2007;SEX_FMLE;7.45
;;2015;SEX_BTSX;4.76
;;2017;SEX_FMLE;3.98
;;2007;SEX_BTSX;16.96
;;2016;SEX_MLE;10.92
;;2001;SEX_FMLE;6.41
;;2004;SEX_MLE;5.95
;;2003;SEX_FMLE;0.0
;;2004;SEX_FMLE;3.14
;;2005;SEX_FMLE;4.26
;;2015;SEX_BTSX;28.34
;;2003;SEX_MLE;12.91
;;2012;SEX_BTSX;3.72
;;2021;SEX_MLE;7.44
;;2016;SEX_BTSX;7.83
;;2021;SEX_BTSX;13.65
;;2009;SEX_FMLE;9.99
;;2005;SEX_BTSX;7.16
;;2008;SEX_BTSX;5.22
;;2016;SEX_BTSX;17.01
;;2020;SEX_BTSX;5.28
;;2012;SEX_BTSX;7.71
;;2005;SEX_MLE;13.29
;;2010;SEX_BTSX;10.94
;;2005;SEX_BTSX;14.58
;;2011;SEX_FMLE;11.42
;;2011;SEX_MLE;7.59
;;2002;SEX_BTSX;22.24
;;2017;SEX_BTSX;10.64
;;2021;SEX_MLE;16.34
;;2002;SEX_FMLE;9.39
;;2005;SEX_MLE;6.47
;;2006;SEX_FMLE;11.25
;;2005;SEX_FMLE;9.12
;;2019;SEX_MLE;18.8
;;2012;SEX_BTSX;9.09
;;2013;SEX_MLE;6.95
;;2007;SEX_BTSX;13.86
;;2020;SEX_FMLE;6.06
;;2016;SEX_BTSX;4.4
;;2014;SEX_FMLE;4.26
;;2013;SEX_BTSX;5.71
;;2010;SEX_MLE;15.07
;;2011;SEX_FMLE;1.56
;;2007;SEX_FMLE;3.25
;;2016;SEX_MLE;15.61
;;2019;SEX_MLE;21.75
;;2002;SEX_BTSX;44.79
;;2001;SEX_MLE;22.66
;;2006;SEX_BTSX;3.09
;;2001;SEX_BTSX;13.67
;;2014;SEX_FMLE;5.99
;;2014;SEX_FMLE;7.01
;;2017;SEX_FMLE;5.85
;;2006;SEX_BTSX;0.9
;;2013;SEX_MLE;22.56
;;2014;SEX_BTSX;15.14
;;2010;SEX_FMLE;12.64
;;2018;SEX_FMLE;2.26
;;2006;SEX_MLE;23.03
;;2004;SEX_MLE;16.44
;;2009;SEX_FMLE;3.44
;;2015;SEX_FMLE;9.18
;;2013;SEX_BTSX;7.53
;;2014;SEX_MLE;14.09
;;2006;SEX_FMLE;6.55
;;2016;SEX_FMLE;1.45
;;2003;SEX_BTSX;12.02
;;2009;SEX_MLE;27.01
;;2018;SEX_MLE;30.53
;;2004;SEX_FMLE;3.13
;;2002;SEX_BTSX;9.3
;;2018;SEX_BTSX;5.05
;;2017;SEX_FMLE;2.9
;;2002;SEX_MLE;38.76
;;2015;SEX_BTSX;10.49
;;2003;SEX_BTSX;23.24
;;2009;SEX_BTSX;7.53
;;2014;SEX_MLE;20.76
;;2004;SEX_FMLE;2.42
;;2009;SEX_BTSX;11.57
;;2005;SEX_MLE;22.75
;;2004;SEX_FMLE;6.31
;;2000;SEX_BTSX;6.56
;;2001;SEX_FMLE;5.79
;;2017;SEX_FMLE;0.0
;;2020;SEX_FMLE;12.34
;;2005;SEX_BTSX;1.59
;;2011;SEX_FMLE;1.24
;;2007;SEX_FMLE;5.57
;;2001;SEX_FMLE;5.19
;;2009;SEX_FMLE;5.35
;;2020;SEX_BTSX;6.6
;;2021;SEX_MLE;11.0
;;2007;SEX_MLE;1.18
;;2002;SEX_FMLE;4.24
;;2013;SEX_MLE;6.38
;;2009;SEX_MLE;17.42
;;2020;SEX_MLE;17.94
;;2001;SEX_FMLE;6.8
;;2019;SEX_BTSX;8.39
;;2020;SEX_MLE;1.76
;;2002;SEX_MLE;10.09
;;2020;SEX_FMLE;4.48
;;2008;SEX_BTSX;10.13
;;2013;SEX_FMLE;4.57
;;2016;SEX_BTSX;23.46
;;2017;SEX_BTSX;7.66
;;2017;SEX_MLE;7.18
;;2007;SEX_MLE;19.64
;;2002;SEX_BTSX;4.98
;;2021;SEX_BTSX;11.56
;;2000;SEX_BTSX;8.94
;;2009;SEX_FMLE;1.28
;;2008;SEX_MLE;59.33
;;2017;SEX_BTSX;7.89
;;2001;SEX_BTSX;16.47
;;2012;SEX_MLE;11.09
;;2007;SEX_BTSX;5.63
;;2011;SEX_FMLE;10.59
;;2012;SEX_MLE;13.91
;;2014;SEX_FMLE;1.35
;;2019;SEX_MLE;19.55
;;2003;SEX_FMLE;8.48
;;2005;SEX_FMLE;1.12
;;2000;SEX_FMLE;10.54
;;2004;SEX_BTSX;11.93
;;2021;SEX_BTSX;3.82
;;2002;SEX_MLE;6.73
;;2010;SEX_BTSX;14.01
;;2019;SEX_BTSX;6.08
;;2008;SEX_BTSX;6.66
;;2011;SEX_MLE;26.16
;;2003;SEX_FMLE;9.16
;;2009;SEX_MLE;19.38
;;2006;SEX_BTSX;23.92
;;2006;SEX_FMLE;3.81
;;2017;SEX_BTSX;34.71
;;2002;SEX_MLE;35.17
;;2006;SEX_FMLE;8.27
;;2006;SEX_BTSX;1.37
;;2004;SEX_MLE;16.44
;;2005;SEX_FMLE;1.8
;;2005;SEX_MLE;8.81
;;2008;SEX_MLE;8.47
;;2000;SEX_MLE;34.04
;;2000;SEX_MLE;23.98
;;2002;SEX_MLE;33.91
;;2013;SEX_FMLE;6.82
;;2006;SEX_BTSX;10.11
;;2012;SEX_MLE;6.14
;;2005;SEX_BTSX;4.11
;;2003;SEX_BTSX;14.96
;;2000;SEX_BTSX;16.3
;;2010;SEX_MLE;52.85
;;2014;SEX_MLE;11.76
;;2000;SEX_MLE;19.65
;;2000;SEX_FMLE;7.09
;;2015;SEX_MLE;23.6
;;2006;SEX_MLE;13.02
;;2000;SEX_BTSX;10.06
;;2002;SEX_FMLE;1.9
;;2021;SEX_BTSX;0.66
;;2006;SEX_FMLE;5.75
;;2017;SEX_BTSX;8.72
;;2005;SEX_FMLE;3.82
;;2005;SEX_FMLE;5.32
;;2019;SEX_MLE;13.35
;;2005;SEX_MLE;22.73
;;2014;SEX_MLE;24.72
;;2017;SEX_BTSX;2.43
;;2001;SEX_MLE;22.34
;;2009;SEX_MLE;1.11
;;2004;SEX_FMLE;1.6
;;2001;SEX_MLE;8.2
;;2006;SEX_MLE;2.2
;;2005;SEX_BTSX;20.96
;;2016;SEX_MLE;12.79
;;2021;SEX_BTSX;21.11
;;2005;SEX_FMLE;1.5
;;2009;SEX_BTSX;6.23
;;2002;SEX_MLE;6.67
;;2007;SEX_BTSX;7.09
;;2016;SEX_BTSX;11.01
;;2005;SEX_MLE;7.23
;;2000;SEX_BTSX;13.87
;;2002;SEX_BTSX;3.82
;;2000;SEX_BTSX;17.15
;;2019;SEX_FMLE;3.01
;;2017;SEX_MLE;15.88
;;2018;SEX_BTSX;7.06
;;2000;SEX_MLE;13.16
;;2006;SEX_BTSX;20.69
;;2017;SEX_FMLE;6.23
;;2020;SEX_FMLE;0.63
;;2008;SEX_MLE;28.07
;;2014;SEX_FMLE;1.62
;;2002;SEX_FMLE;2.91
;;2014;SEX_FMLE;8.12
;;2003;SEX_MLE;15.01
;;2010;SEX_BTSX;6.48
;;2010;SEX_FMLE;7.03
;;2012;SEX_MLE;6.34
;;2011;SEX_MLE;14.14
;;2012;SEX_MLE;20.85
;;2013;SEX_MLE;26.48
;;2021;SEX_BTSX;5.22
;;2014;SEX_MLE;15.89
;;2004;SEX_MLE;4.98
;;2003;SEX_MLE;2.07
;;2018;SEX_FMLE;7.01
;;2018;SEX_MLE;8.46
;;2019;SEX_MLE;19.4
;;2001;SEX_MLE;18.96
;;2014;SEX_FMLE;3.43
;;2002;SEX_MLE;26.12
;;2016;SEX_MLE;28.96
;;2016;SEX_FMLE;2.92
;;2014;SEX_FMLE;7.13
;;2008;SEX_MLE;23.71
;;2005;SEX_MLE;18.84
;;2015;SEX_FMLE;7.71
;;2018;SEX_FMLE;19.81
;;2017;SEX_FMLE;6.99
;;2001;SEX_MLE;10.98
;;2008;SEX_FMLE;7.81
;;2007;SEX_BTSX;11.41
;;2003;SEX_MLE;8.28
;;2021;SEX_MLE;7.8
;;2018;SEX_FMLE;8.38
;;2008;SEX_FMLE;2.41
;;2012;SEX_MLE;9.97
;;2015;SEX_FMLE;1.9
;;2021;SEX_BTSX;3.06
;;2006;SEX_FMLE;3.08
;;2016;SEX_FMLE;1.35
;;2013;SEX_MLE;12.53
;;2017;SEX_FMLE;4.26
;;2007;SEX_FMLE;1.47
;;2013;SEX_FMLE;1.17
;;2020;SEX_FMLE;3.05
;;2011;SEX_MLE;12.32
;;2001;SEX_MLE;17.56
;;2012;SEX_FMLE;8.32
;;2018;SEX_BTSX;15.59
;;2019;SEX_BTSX;20.76
;;2021;SEX_MLE;2.33
;;2008;SEX_BTSX;5.0
;;2020;SEX_MLE;9.27
;;2015;SEX_MLE;6.33
;;2004;SEX_MLE;4.53
;;2018;SEX_FMLE;6.38
;;2003;SEX_FMLE;1.43
;;2011;SEX_FMLE;3.17
;;2014;SEX_MLE;12.9
;;2007;SEX_FMLE;0.84
;;2007;SEX_FMLE;1.68
;;2008;SEX_MLE;11.24
;;2021;SEX_MLE;8.46
;;2000;SEX_BTSX;13.34
;;2009;SEX_MLE;14.51
;;2009;SEX_BTSX;12.46
;;2014;SEX_FMLE;1.43
;;2014;SEX_MLE;12.02
;;2007;SEX_MLE;22.82
;;2005;SEX_BTSX;4.58
;;2005;SEX_BTSX;9.86
;;2001;SEX_FMLE;6.89
;;2016;SEX_FMLE;4.53
;;2001;SEX_BTSX;2.77
;;2017;SEX_FMLE;4.03
;;2012;SEX_FMLE;1.78
;;2005;SEX_MLE;17.73
;;2008;SEX_FMLE;0.7
;;2007;SEX_FMLE;7.62
;;2017;SEX_FMLE;4.92
;;2000;SEX_MLE;27.16
;;2008;SEX_FMLE;6.35
;;2004;SEX_FMLE;2.23
;;2004;SEX_MLE;13.35
;;2001;SEX_MLE;31.0
;;2015;SEX_MLE;15.99
;;2005;SEX_FMLE;6.17
;;2011;SEX_MLE;17.48
;;2009;SEX_MLE;17.0
;;2014;SEX_FMLE;4.22
;;2021;SEX_MLE;13.27
;;2003;SEX_MLE;13.58
;;2009;SEX_BTSX;2.78
;;2005;SEX_FMLE;8.25
;;2004;SEX_MLE;13.28
;;2012;SEX_MLE;11.38
;;2009;SEX_FMLE;1.53
;;2013;SEX_BTSX;10.78
;;2011;SEX_BTSX;4.85
;;2016;SEX_BTSX;11.73
;;2015;SEX_MLE;21.84
;;2002;SEX_FMLE;8.87
;;2014;SEX_MLE;6.35
;;2005;SEX_MLE;25.85
;;2010;SEX_MLE;28.17
;;2016;SEX_MLE;13.42
;;2007;SEX_BTSX;8.27
;;2007;SEX_BTSX;8.11
;;2002;SEX_FMLE;6.46
;;2007;SEX_MLE;4.88
;;2008;SEX_BTSX;32.89
;;2004;SEX_BTSX;7.32
;;2021;SEX_MLE;20.81
;;2000;SEX_FMLE;5.3
;;2014;SEX_MLE;9.47
;;2009;SEX_BTSX;16.45
;;2011;SEX_BTSX;10.61
;;2012;SEX_BTSX;14.4
;;2018;SEX_BTSX;8.28
;;2015;SEX_BTSX;4.68
;;2014;SEX_FMLE;10.5
;;2020;SEX_BTSX;8.86
;;2002;SEX_FMLE;0.81
;;2007;SEX_FMLE;1.4
;;2020;SEX_BTSX;4.41
;;2001;SEX_FMLE;8.0
;;2008;SEX_FMLE;9.17
;;2012;SEX_BTSX;12.15
;;2019;SEX_MLE;6.94
;;2018;SEX_BTSX;4.84
;;2014;SEX_BTSX;4.24
;;2017;SEX_FMLE;4.15
;;2012;SEX_BTSX;8.9
;;2016;SEX_MLE;13.92
;;2001;SEX_FMLE;4.3
;;2004;SEX_BTSX;9.33
;;2014;SEX_FMLE;2.38
;;2019;SEX_MLE;15.54
;;2013;SEX_MLE;36.2
;;2011;SEX_MLE;1.39
;;2003;SEX_BTSX;17.61
;;2016;SEX_MLE;16.02
;;2016;SEX_FMLE;0.42
;;2017;SEX_MLE;7.22
;;2011;SEX_BTSX;18.44
;;2013;SEX_MLE;18.06
;;2017;SEX_MLE;33.12
;;2013;SEX_FMLE;3.4
;;2009;SEX_MLE;14.4
;;2015;SEX_FMLE;1.45
;;2013;SEX_FMLE;3.1
;;2016;SEX_FMLE;4.6
;;2011;SEX_FMLE;4.51
;;2010;SEX_MLE;7.89
;;2018;SEX_MLE;17.87
;;2001;SEX_MLE;27.97
;;2010;SEX_FMLE;2.23
;;2015;SEX_FMLE;1.51
;;2011;SEX_BTSX;18.28
;;2003;SEX_BTSX;8.69
;;2010;SEX_FMLE;3.15
;;2010;SEX_BTSX;3.48
;;2001;SEX_MLE;20.53
;;2002;SEX_MLE;6.35
;;2002;SEX_BTSX;13.61
;;2012;SEX_BTSX;10.89
;;2008;SEX_FMLE;2.63
;;2007;SEX_MLE;13.56
;;2010;SEX_MLE;4.95
;;2014;SEX_MLE;23.78
;;2014;SEX_BTSX;7.28
;;2013;SEX_MLE;8.94
;;2012;SEX_BTSX;19.4
;;2009;SEX_FMLE;7.96
;;2002;SEX_BTSX;10.31
;;2019;SEX_BTSX;13.21
;;2006;SEX_FMLE;0.53
;;2012;SEX_MLE;2.5
;;2016;SEX_FMLE;4.25
;;2004;SEX_FMLE;6.21
;;2010;SEX_MLE;6.66
;;2006;SEX_MLE;11.66
;;2013;SEX_MLE;15.71
;;2011;SEX_MLE;8.08
;;2002;SEX_MLE;21.16
;;2020;SEX_MLE;17.24
;;2014;SEX_MLE;8.06
;;2006;SEX_FMLE;3.18
;;2004;SEX_FMLE;3.93
;;2002;SEX_FMLE;4.75
;;2017;SEX_FMLE;6.02
;;2007;SEX_BTSX;6.18
;;2012;SEX_MLE;18.93
;;2009;SEX_FMLE;11.71
;;2013;SEX_MLE;11.82
;;2008;SEX_FMLE;1.49
;;2018;SEX_MLE;2.65
;;2012;SEX_MLE;10.38
;;2000;SEX_BTSX;1.02
;;2019;SEX_BTSX;7.01
;;2008;SEX_MLE;20.15
;;2006;SEX_MLE;25.2
;;2017;SEX_BTSX;5.68
;;2002;SEX_MLE;17.21
;;2017;SEX_MLE;12.32
;;2010;SEX_MLE;7.56
;;2001;SEX_BTSX;7.24
;;2004;SEX_BTSX;8.72
;;2020;SEX_BTSX;41.34
;;2015;SEX_BTSX;13.97
;;2015;SEX_FMLE;5.53
;;2013;SEX_FMLE;1.38
;;2000;SEX_BTSX;26.36
;;2004;SEX_BTSX;10.43
;;2019;SEX_MLE;11.09
;;2013;SEX_FMLE;8.51
;;2010;SEX_MLE;15.18
;;2011;SEX_FMLE;17.62
;;2016;SEX_BTSX;18.87
;;2006;SEX_BTSX;8.18
;;2019;SEX_BTSX;18.56
;;2017;SEX_BTSX;14.22
;;2013;SEX_FMLE;0.3
;;2009;SEX_MLE;12.29
;;2007;SEX_BTSX;4.95
;;2008;SEX_BTSX;9.72
;;2004;SEX_BTSX;9.25
;;2015;SEX_BTSX;6.05
;;2003;SEX_FMLE;7.53
;;2016;SEX_BTSX;1.6
;;2017;SEX_FMLE;7.79
;;2021;SEX_FMLE;4.76
;;2019;SEX_BTSX;5.99
;;2009;SEX_FMLE;5.39
;;2003;SEX_FMLE;6.9
;;2002;SEX_FMLE;6.68
;;2002;SEX_FMLE;8.51
;;2017;SEX_FMLE;5.5
;;2004;SEX_FMLE;1.47
;;2006;SEX_MLE;31.88
;;2010;SEX_MLE;4.82
;;2016;SEX_FMLE;4.79
;;2015;SEX_FMLE;12.69
;;2005;SEX_BTSX;13.33
;;2012;SEX_MLE;21.79
;;2018;SEX_FMLE;10.52
;;2000;SEX_BTSX;11.11
;;2003;SEX_MLE;22.2
;;2006;SEX_BTSX;9.42
;;2018;SEX_BTSX;14.42
;;2011;SEX_FMLE;0.32
;;2001;SEX_BTSX;27.59
;;2000;SEX_FMLE;0.0
;;2014;SEX_BTSX;4.53
;;2004;SEX_MLE;22.25
;;2013;SEX_FMLE;5.82
;;2014;SEX_BTSX;10.01
;;2011;SEX_MLE;12.36
;;2006;SEX_MLE;16.58
;;2007;SEX_BTSX;14.29
;;2020;SEX_MLE;22.25
;;2010;SEX_FMLE;1.56
;;2005;SEX_FMLE;1.91
;;2009;SEX_MLE;22.82
;;2021;SEX_MLE;12.18
;;2001;SEX_FMLE;5.13
;;2017;SEX_BTSX;15.2
;;2006;SEX_FMLE;3.38
;;2014;SEX_FMLE;5.97
;;2016;SEX_BTSX;4.51
;;2009;SEX_FMLE;7.64
;;2009;SEX_BTSX;8.41
;;2019;SEX_BTSX;6.33
;;2017;SEX_FMLE;7.98
;;2017;SEX_FMLE;5.28
;;2013;SEX_MLE;4.25
;;2004;SEX_BTSX;10.27
;;2012;SEX_MLE;31.05
;;2012;SEX_FMLE;3.62
;;2019;SEX_BTSX;19.11
;;2017;SEX_BTSX;5.08
;;2012;SEX_BTSX;3.14
;;2006;SEX_MLE;12.76
;;2005;SEX_BTSX;15.41
;;2003;SEX_BTSX;11.72
;;2011;SEX_FMLE;5.53
;;2011;SEX_BTSX;19.79
;;2000;SEX_BTSX;14.49
;;2002;SEX_FMLE;11.25
;;2003;SEX_FMLE;13.68
;;2009;SEX_FMLE;6.52
;;2010;SEX_MLE;20.79
;;2000;SEX_BTSX;5.65
;;2014;SEX_FMLE;6.23
;;2003;SEX_MLE;26.1
;;2005;SEX_FMLE;6.44
;;2009;SEX_MLE;26.46
;;2017;SEX_FMLE;3.74
;;2015;SEX_MLE;5.92
;;2013;SEX_BTSX;5.58
;;2007;SEX_MLE;26.12
;;2011;SEX_BTSX;13.56
;;2020;SEX_BTSX;5.69
;;2019;SEX_FMLE;4.3
;;2007;SEX_BTSX;16.24
;;2019;SEX_BTSX;7.91
;;2004;SEX_BTSX;7.4
;;2014;SEX_MLE;17.75
;;2008;SEX_MLE;4.65
;;2017;SEX_BTSX;11.36
;;2006;SEX_FMLE;0.84
;;2004;SEX_FMLE;6.95
;;2018;SEX_MLE;4.88
;;2016;SEX_FMLE;4.35
;;2017;SEX_FMLE;14.13
;;2010;SEX_BTSX;17.36
;;2011;SEX_FMLE;3.79
;;2010;SEX_BTSX;9.89
;;2008;SEX_FMLE;3.78
;;2019;SEX_FMLE;0.0
;;2016;SEX_MLE;4.07
;;2012;SEX_FMLE;1.25
;;2009;SEX_BTSX;7.53
;;2015;SEX_FMLE;5.39
;;2002;SEX_MLE;7.87
;;2011;SEX_BTSX;5.78
;;2004;SEX_BTSX;3.4
;;2003;SEX_MLE;37.57
;;2002;SEX_FMLE;4.81
;;2019;SEX_MLE;18.51
;;2002;SEX_BTSX;11.34
;;2016;SEX_MLE;0.0
;;2003;SEX_BTSX;17.7
;;2006;SEX_FMLE;6.16
;;2017;SEX_BTSX;12.56
;;2020;SEX_BTSX;11.38
;;2013;SEX_BTSX;15.53
;;2002;SEX_MLE;43.68
;;2009;SEX_MLE;8.19
;;2015;SEX_MLE;1.76
;;2006;SEX_BTSX;4.35
;;2015;SEX_FMLE;4.58
;;2009;SEX_BTSX;5.51
;;2000;SEX_BTSX;15.73
;;2020;SEX_FMLE;6.68
;;2015;SEX_MLE;7.76
;;2007;SEX_BTSX;9.54
;;2013;SEX_MLE;17.76
;;2016;SEX_MLE;7.02
;;2004;SEX_MLE;12.97
;;2016;SEX_BTSX;8.01
;;2012;SEX_BTSX;17.82
;;2009;SEX_BTSX;1.31
;;2003;SEX_MLE;4.67
;;2015;SEX_BTSX;17.27
;;2020;SEX_BTSX;1.55
;;2006;SEX_BTSX;14.44
;;2016;SEX_MLE;11.66
;;2013;SEX_BTSX;5.46
;;2010;SEX_FMLE;2.2
;;2000;SEX_FMLE;6.84
;;2014;SEX_BTSX;11.91
;;2020;SEX_BTSX;5.32
;;2015;SEX_MLE;2.86
;;2007;SEX_BTSX;4.61
;;2012;SEX_MLE;18.49
;;2002;SEX_FMLE;1.42
;;2021;SEX_MLE;11.44
;;2010;SEX_BTSX;6.73
;;2004;SEX_MLE;15.2
;;2006;SEX_MLE;16.38
;;2013;SEX_MLE;1.6
;;2007;SEX_FMLE;3.2
;;2012;SEX_MLE;23.51
;;2015;SEX_MLE;4.67
;;2004;SEX_BTSX;7.28
;;2003;SEX_FMLE;3.82
;;2011;SEX_FMLE;6.04
;;2003;SEX_MLE;5.8
;;2005;SEX_BTSX;11.71
;;2003;SEX_BTSX;8.0
;;2020;SEX_BTSX;8.32
;;2013;SEX_FMLE;10.67
;;2002;SEX_MLE;17.59
;;2016;SEX_FMLE;6.58
;;2007;SEX_MLE;16.13
;;2020;SEX_FMLE;5.69
;;2021;SEX_FMLE;10.56
;;2010;SEX_FMLE;1.63
;;2002;SEX_BTSX;11.05
;;2011;SEX_FMLE;0.0
;;2017;SEX_MLE;0.0
;;2014;SEX_MLE;12.99
;;2001;SEX_FMLE;11.43
;;2016;SEX_MLE;1.16
;;2000;SEX_MLE;8.69
;;2011;SEX_FMLE;0.41
;;2002;SEX_BTSX;7.14
;;2015;SEX_MLE;20.68
;;2003;SEX_FMLE;1.43
;;2005;SEX_FMLE;5.72
;;2011;SEX_MLE;11.43
;;2003;SEX_MLE;38.96
;;2011;SEX_BTSX;5.59
;;2011;SEX_BTSX;5.89
;;2009;SEX_BTSX;19.38
;;2001;SEX_BTSX;4.71
;;2008;SEX_MLE;8.54
;;2005;SEX_FMLE;2.83
;;2009;SEX_FMLE;14.16
;;2009;SEX_MLE;22.48
;;2008;SEX_MLE;2.41
;;2017;SEX_FMLE;2.86
;;2013;SEX_BTSX;10.86
;;2013;SEX_BTSX;6.17
;;2010;SEX_FMLE;3.18
;;2009;SEX_MLE;18.4
;;2007;SEX_BTSX;1.35
;;2007;SEX_FMLE;2.61
;;2005;SEX_BTSX;4.64
;;2012;SEX_BTSX;11.71
;;2020;SEX_FMLE;5.24
;;2014;SEX_BTSX;9.34
;;2016;SEX_MLE;9.32
;;2005;SEX_BTSX;12.42
;;2014;SEX_FMLE;4.48
;;2006;SEX_MLE;9.37
;;2008;SEX_MLE;15.39
;;2020;SEX_BTSX;20.02
;;2010;SEX_MLE;11.94
;;2001;SEX_FMLE;3.98
;;2006;SEX_MLE;15.43
;;2016;SEX_FMLE;1.56
;;2004;SEX_MLE;4.72
;;2007;SEX_MLE;12.71
;;2007;SEX_MLE;7.91
;;2015;SEX_BTSX;5.32
;;2009;SEX_BTSX;28.49
;;2018;SEX_MLE;16.37
;;2006;SEX_MLE;16.52
;;2001;SEX_FMLE;1.65
;;2019;SEX_FMLE;6.94
;;2015;SEX_BTSX;11.39
;;2021;SEX_FMLE;6.54
;;2009;SEX_BTSX;13.08
;;2009;SEX_MLE;11.58
;;2005;SEX_BTSX;25.0
;;2013;SEX_BTSX;11.93
;;2006;SEX_BTSX;3.98
;;2010;SEX_MLE;28.59
;;2001;SEX_FMLE;0.93
;;2003;SEX_BTSX;11.97
;;2000;SEX_FMLE;0.54
;;2017;SEX_FMLE;4.32
;;2009;SEX_MLE;11.51
;;2011;SEX_MLE;2.74
;;2004;SEX_FMLE;1.32
;;2008;SEX_BTSX;11.86
;;2015;SEX_BTSX;9.43
;;2011;SEX_MLE;7.43
;;2020;SEX_BTSX;6.35
;;2020;SEX_FMLE;2.76
;;2010;SEX_MLE;1.6
;;2013;SEX_BTSX;2.18
;;2000;SEX_BTSX;7.37
;;2011;SEX_FMLE;3.45
;;2005;SEX_MLE;15.01
;;2000;SEX_MLE;7.16
;;2008;SEX_BTSX;1.61
;;2008;SEX_MLE;37.08
;;2013;SEX_BTSX;5.33
;;2003;SEX_FMLE;2.09
;;2011;SEX_FMLE;7.06
;;2002;SEX_BTSX;20.61
;;2015;SEX_MLE;17.24
;;2019;SEX_BTSX;6.22
;;2007;SEX_BTSX;2.62
;;2003;SEX_FMLE;5.24
;;2007;SEX_MLE;1.82
;;2004;SEX_MLE;10.26
;;2003;SEX_FMLE;3.0
;;2013;SEX_MLE;8.99
;;2003;SEX_MLE;41.56
;;2003;SEX_BTSX;5.39
;;2008;SEX_FMLE;3.7
;;2006;SEX_BTSX;5.41
;;2018;SEX_BTSX;4.07
